Year,Economy,Scenario,Transport Type,Vehicle Type,Drive,New_vehicle_efficiency
2050,09_ROK,Carbon Neutral,freight,ht,fcev,0.162099031616559
2018,09_ROK,Carbon Neutral,freight,ht,g,0.112707400221581
2019,09_ROK,Carbon Neutral,freight,ht,g,0.113845858801124
2020,09_ROK,Carbon Neutral,freight,ht,g,0.114995816977709
2021,09_ROK,Carbon Neutral,freight,ht,g,0.115573685399256
2022,09_ROK,Carbon Neutral,freight,ht,g,0.116154457684996
2023,09_ROK,Carbon Neutral,freight,ht,g,0.116738148427336
2024,09_ROK,Carbon Neutral,freight,ht,g,0.117324772298003
2025,09_ROK,Carbon Neutral,freight,ht,g,0.11815064529945
2026,09_ROK,Carbon Neutral,freight,ht,g,0.119342274327318
2027,09_ROK,Carbon Neutral,freight,ht,g,0.120548978098187
2028,09_ROK,Carbon Neutral,freight,ht,g,0.12177100185982
2029,09_ROK,Carbon Neutral,freight,ht,g,0.123008595972797
2030,09_ROK,Carbon Neutral,freight,ht,g,0.124262016010542
2031,09_ROK,Carbon Neutral,freight,ht,g,0.125216907535903
2032,09_ROK,Carbon Neutral,freight,ht,g,0.126182503495604
2033,09_ROK,Carbon Neutral,freight,ht,g,0.127158973495321
2034,09_ROK,Carbon Neutral,freight,ht,g,0.128146490687483
2035,09_ROK,Carbon Neutral,freight,ht,g,0.129145231880435
2036,09_ROK,Carbon Neutral,freight,ht,g,0.130155377652047
2037,09_ROK,Carbon Neutral,freight,ht,g,0.131177112416395
2038,09_ROK,Carbon Neutral,freight,ht,g,0.132210624577843
2039,09_ROK,Carbon Neutral,freight,ht,g,0.133256106569054
2040,09_ROK,Carbon Neutral,freight,ht,g,0.134313755030136
2041,09_ROK,Carbon Neutral,freight,ht,g,0.135383770851488
2042,09_ROK,Carbon Neutral,freight,ht,g,0.136466359381071
2043,09_ROK,Carbon Neutral,freight,ht,g,0.136808380328344
2044,09_ROK,Carbon Neutral,freight,ht,g,0.137906496675186
2045,09_ROK,Carbon Neutral,freight,ht,g,0.138252126992763
2046,09_ROK,Carbon Neutral,freight,ht,g,0.138598623562544
2047,09_ROK,Carbon Neutral,freight,ht,g,0.138945988530596
2048,09_ROK,Carbon Neutral,freight,ht,g,0.13929422409223
2049,09_ROK,Carbon Neutral,freight,ht,g,0.139643332415098
2050,09_ROK,Carbon Neutral,freight,ht,g,0.139993315716755
2018,09_ROK,Carbon Neutral,freight,ht,lpg,0.112707400221581
2019,09_ROK,Carbon Neutral,freight,ht,lpg,0.113845858801124
2020,09_ROK,Carbon Neutral,freight,ht,lpg,0.114995816977709
2021,09_ROK,Carbon Neutral,freight,ht,lpg,0.115573685399256
2022,09_ROK,Carbon Neutral,freight,ht,lpg,0.116154457684996
2023,09_ROK,Carbon Neutral,freight,ht,lpg,0.116738148427336
2024,09_ROK,Carbon Neutral,freight,ht,lpg,0.117324772298003
2025,09_ROK,Carbon Neutral,freight,ht,lpg,0.117914344020526
2026,09_ROK,Carbon Neutral,freight,ht,lpg,0.118506878411255
2027,09_ROK,Carbon Neutral,freight,ht,lpg,0.119102390351935
2028,09_ROK,Carbon Neutral,freight,ht,lpg,0.119700894832226
2029,09_ROK,Carbon Neutral,freight,ht,lpg,0.120302406864533
2030,09_ROK,Carbon Neutral,freight,ht,lpg,0.120906941569033
2031,09_ROK,Carbon Neutral,freight,ht,lpg,0.121209966495604
2032,09_ROK,Carbon Neutral,freight,ht,lpg,0.121513750863262
2033,09_ROK,Carbon Neutral,freight,ht,lpg,0.1218182966162
2034,09_ROK,Carbon Neutral,freight,ht,lpg,0.122123605619538
2035,09_ROK,Carbon Neutral,freight,ht,lpg,0.122429679822083
2036,09_ROK,Carbon Neutral,freight,ht,lpg,0.122736521122749
2037,09_ROK,Carbon Neutral,freight,ht,lpg,0.123044131460007
2038,09_ROK,Carbon Neutral,freight,ht,lpg,0.123352512736688
2039,09_ROK,Carbon Neutral,freight,ht,lpg,0.123661666910715
2040,09_ROK,Carbon Neutral,freight,ht,lpg,0.123971595888786
2041,09_ROK,Carbon Neutral,freight,ht,lpg,0.124282301648531
2042,09_ROK,Carbon Neutral,freight,ht,lpg,0.124593786115989
2043,09_ROK,Carbon Neutral,freight,ht,lpg,0.124906051242188
2044,09_ROK,Carbon Neutral,freight,ht,lpg,0.125219098987976
2045,09_ROK,Carbon Neutral,freight,ht,lpg,0.125532931324146
2046,09_ROK,Carbon Neutral,freight,ht,lpg,0.125847550199883
2047,09_ROK,Carbon Neutral,freight,ht,lpg,0.126162957589848
2048,09_ROK,Carbon Neutral,freight,ht,lpg,0.126479155478705
2049,09_ROK,Carbon Neutral,freight,ht,lpg,0.126796145845162
2050,09_ROK,Carbon Neutral,freight,ht,lpg,0.127113930661702
2018,09_ROK,Carbon Neutral,freight,ht,phevd,0.1280765911622
2019,09_ROK,Carbon Neutral,freight,ht,phevd,0.129370294096203
2020,09_ROK,Carbon Neutral,freight,ht,phevd,0.130677064750129
2021,09_ROK,Carbon Neutral,freight,ht,phevd,0.131333733411695
2022,09_ROK,Carbon Neutral,freight,ht,phevd,0.13199370192104
2023,09_ROK,Carbon Neutral,freight,ht,phevd,0.132656986850653
2024,09_ROK,Carbon Neutral,freight,ht,phevd,0.133323604887649
2025,09_ROK,Carbon Neutral,freight,ht,phevd,0.133993572745571
2026,09_ROK,Carbon Neutral,freight,ht,phevd,0.134666907288419
2027,09_ROK,Carbon Neutral,freight,ht,phevd,0.135343625405788
2028,09_ROK,Carbon Neutral,freight,ht,phevd,0.136023744120869
2029,09_ROK,Carbon Neutral,freight,ht,phevd,0.136707280536849
2030,09_ROK,Carbon Neutral,freight,ht,phevd,0.137394251779971
2031,09_ROK,Carbon Neutral,freight,ht,phevd,0.137738598291218
2032,09_ROK,Carbon Neutral,freight,ht,phevd,0.138083807798398
2033,09_ROK,Carbon Neutral,freight,ht,phevd,0.138429882507678
2034,09_ROK,Carbon Neutral,freight,ht,phevd,0.138776824579212
2035,09_ROK,Carbon Neutral,freight,ht,phevd,0.139124636164555
2036,09_ROK,Carbon Neutral,freight,ht,phevd,0.139473319464672
2037,09_ROK,Carbon Neutral,freight,ht,phevd,0.139822876652843
2038,09_ROK,Carbon Neutral,freight,ht,phevd,0.140173309932771
2039,09_ROK,Carbon Neutral,freight,ht,phevd,0.14052462147997
2040,09_ROK,Carbon Neutral,freight,ht,phevd,0.140876813520304
2041,09_ROK,Carbon Neutral,freight,ht,phevd,0.141229888231382
2042,09_ROK,Carbon Neutral,freight,ht,phevd,0.141583847861484
2043,09_ROK,Carbon Neutral,freight,ht,phevd,0.141938694590172
2044,09_ROK,Carbon Neutral,freight,ht,phevd,0.142294430668155
2045,09_ROK,Carbon Neutral,freight,ht,phevd,0.142651058317196
2046,09_ROK,Carbon Neutral,freight,ht,phevd,0.14300857977014
2047,09_ROK,Carbon Neutral,freight,ht,phevd,0.143366997250503
2048,09_ROK,Carbon Neutral,freight,ht,phevd,0.143726313034067
2049,09_ROK,Carbon Neutral,freight,ht,phevd,0.144086529367011
2050,09_ROK,Carbon Neutral,freight,ht,phevd,0.144447648485884
2018,09_ROK,Reference,freight,ht,bev,0.277542044008292
2019,09_ROK,Reference,freight,ht,bev,0.278936727646524
2020,09_ROK,Reference,freight,ht,bev,0.28033841974525
2021,09_ROK,Reference,freight,ht,bev,0.281041022301003
2022,09_ROK,Reference,freight,ht,bev,0.281745385765416
2023,09_ROK,Reference,freight,ht,bev,0.282451514551796
2024,09_ROK,Reference,freight,ht,bev,0.283159413084507
2025,09_ROK,Reference,freight,ht,bev,0.283869085799005
2026,09_ROK,Reference,freight,ht,bev,0.284580537141859
2027,09_ROK,Reference,freight,ht,bev,0.285293771570786
2028,09_ROK,Reference,freight,ht,bev,0.286008793554673
2029,09_ROK,Reference,freight,ht,bev,0.286725607573607
2030,09_ROK,Reference,freight,ht,bev,0.287444218118904
2031,09_ROK,Reference,freight,ht,bev,0.287444218118904
2032,09_ROK,Reference,freight,ht,bev,0.287444218118904
2033,09_ROK,Reference,freight,ht,bev,0.287444218118904
2034,09_ROK,Reference,freight,ht,bev,0.287444218118904
2035,09_ROK,Reference,freight,ht,bev,0.287444218118904
2036,09_ROK,Reference,freight,ht,bev,0.287444218118904
2037,09_ROK,Reference,freight,ht,bev,0.287444218118904
2038,09_ROK,Reference,freight,ht,bev,0.287444218118904
2039,09_ROK,Reference,freight,ht,bev,0.287444218118904
2040,09_ROK,Reference,freight,ht,bev,0.287444218118904
2041,09_ROK,Reference,freight,ht,bev,0.287444218118904
2042,09_ROK,Reference,freight,ht,bev,0.287444218118904
2043,09_ROK,Reference,freight,ht,bev,0.287444218118904
2044,09_ROK,Reference,freight,ht,bev,0.287444218118904
2045,09_ROK,Reference,freight,ht,bev,0.287444218118904
2046,09_ROK,Reference,freight,ht,bev,0.287444218118904
2047,09_ROK,Reference,freight,ht,bev,0.287444218118904
2048,09_ROK,Reference,freight,ht,bev,0.287444218118904
2049,09_ROK,Reference,freight,ht,bev,0.287444218118904
2050,09_ROK,Reference,freight,ht,bev,0.287444218118904
2018,09_ROK,Reference,freight,ht,cng,0.11270740021734
2019,09_ROK,Reference,freight,ht,cng,0.113845858805394
2020,09_ROK,Reference,freight,ht,cng,0.114995816975145
2021,09_ROK,Reference,freight,ht,cng,0.115573685402156
2022,09_ROK,Reference,freight,ht,cng,0.116154457690609
2023,09_ROK,Reference,freight,ht,cng,0.116738148432773
2024,09_ROK,Reference,freight,ht,cng,0.117324772294244
2025,09_ROK,Reference,freight,ht,cng,0.117914344014316
2026,09_ROK,Reference,freight,ht,cng,0.118506878406347
2027,09_ROK,Reference,freight,ht,cng,0.119102390358138
2028,09_ROK,Reference,freight,ht,cng,0.1197008948323
2029,09_ROK,Reference,freight,ht,cng,0.120302406866633
2030,09_ROK,Reference,freight,ht,cng,0.120906941574505
2031,09_ROK,Reference,freight,ht,cng,0.120906941574505
2032,09_ROK,Reference,freight,ht,cng,0.120906941574505
2033,09_ROK,Reference,freight,ht,cng,0.120906941574505
2034,09_ROK,Reference,freight,ht,cng,0.120906941574505
2035,09_ROK,Reference,freight,ht,cng,0.120906941574505
2036,09_ROK,Reference,freight,ht,cng,0.120906941574505
2037,09_ROK,Reference,freight,ht,cng,0.120906941574505
2038,09_ROK,Reference,freight,ht,cng,0.120906941574505
2039,09_ROK,Reference,freight,ht,cng,0.120906941574505
2040,09_ROK,Reference,freight,ht,cng,0.120906941574505
2041,09_ROK,Reference,freight,ht,cng,0.120906941574505
2042,09_ROK,Reference,freight,ht,cng,0.120906941574505
2043,09_ROK,Reference,freight,ht,cng,0.120906941574505
2044,09_ROK,Reference,freight,ht,cng,0.120906941574505
2045,09_ROK,Reference,freight,ht,cng,0.120906941574505
2046,09_ROK,Reference,freight,ht,cng,0.120906941574505
2047,09_ROK,Reference,freight,ht,cng,0.120906941574505
2048,09_ROK,Reference,freight,ht,cng,0.120906941574505
2049,09_ROK,Reference,freight,ht,cng,0.120906941574505
2050,09_ROK,Reference,freight,ht,cng,0.120906941574505
2018,09_ROK,Reference,freight,ht,d,0.125230444685933
2019,09_ROK,Reference,freight,ht,d,0.12649539867266
2020,09_ROK,Reference,freight,ht,d,0.127773129972384
2021,09_ROK,Reference,freight,ht,d,0.128415206002396
2022,09_ROK,Reference,freight,ht,d,0.129060508545121
2023,09_ROK,Reference,freight,ht,d,0.129709053814192
2024,09_ROK,Reference,freight,ht,d,0.130360858104716
2025,09_ROK,Reference,freight,ht,d,0.131015937793684
2026,09_ROK,Reference,freight,ht,d,0.131674309340386
2027,09_ROK,Reference,freight,ht,d,0.13233598928682
2028,09_ROK,Reference,freight,ht,d,0.133000994258111
2029,09_ROK,Reference,freight,ht,d,0.133669340962925
2030,09_ROK,Reference,freight,ht,d,0.134341046193895
2031,09_ROK,Reference,freight,ht,d,0.134341046193895
2032,09_ROK,Reference,freight,ht,d,0.134341046193895
2033,09_ROK,Reference,freight,ht,d,0.134341046193895
2034,09_ROK,Reference,freight,ht,d,0.134341046193895
2035,09_ROK,Reference,freight,ht,d,0.134341046193895
2036,09_ROK,Reference,freight,ht,d,0.134341046193895
2037,09_ROK,Reference,freight,ht,d,0.134341046193895
2038,09_ROK,Reference,freight,ht,d,0.134341046193895
2039,09_ROK,Reference,freight,ht,d,0.134341046193895
2040,09_ROK,Reference,freight,ht,d,0.134341046193895
2041,09_ROK,Reference,freight,ht,d,0.134341046193895
2042,09_ROK,Reference,freight,ht,d,0.134341046193895
2043,09_ROK,Reference,freight,ht,d,0.134341046193895
2044,09_ROK,Reference,freight,ht,d,0.134341046193895
2045,09_ROK,Reference,freight,ht,d,0.134341046193895
2046,09_ROK,Reference,freight,ht,d,0.134341046193895
2047,09_ROK,Reference,freight,ht,d,0.134341046193895
2048,09_ROK,Reference,freight,ht,d,0.134341046193895
2049,09_ROK,Reference,freight,ht,d,0.134341046193895
2050,09_ROK,Reference,freight,ht,d,0.134341046193895
2018,09_ROK,Reference,freight,ht,fcev,0.15264812420456
2019,09_ROK,Reference,freight,ht,fcev,0.153415200205588
2020,09_ROK,Reference,freight,ht,fcev,0.154186130859888
2021,09_ROK,Reference,freight,ht,fcev,0.154572562265551
2022,09_ROK,Reference,freight,ht,fcev,0.154959962170979
2023,09_ROK,Reference,freight,ht,fcev,0.155348333003488
2024,09_ROK,Reference,freight,ht,fcev,0.155737677196479
2025,09_ROK,Reference,freight,ht,fcev,0.156127997189452
2026,09_ROK,Reference,freight,ht,fcev,0.156519295428022
2027,09_ROK,Reference,freight,ht,fcev,0.156911574363932
2028,09_ROK,Reference,freight,ht,fcev,0.15730483645507
2029,09_ROK,Reference,freight,ht,fcev,0.157699084165484
2030,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2031,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2032,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2033,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2034,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2035,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2036,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2037,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2038,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2039,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2040,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2041,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2042,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2043,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2044,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2045,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2046,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2047,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2048,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2049,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2050,09_ROK,Reference,freight,ht,fcev,0.158094319965397
2018,09_ROK,Reference,freight,ht,g,0.11270740021734
2019,09_ROK,Reference,freight,ht,g,0.113845858805394
2020,09_ROK,Reference,freight,ht,g,0.114995816975145
2021,09_ROK,Reference,freight,ht,g,0.115573685402156
2022,09_ROK,Reference,freight,ht,g,0.116154457690609
2023,09_ROK,Reference,freight,ht,g,0.116738148432773
2024,09_ROK,Reference,freight,ht,g,0.117324772294244
2025,09_ROK,Reference,freight,ht,g,0.117914344014316
2026,09_ROK,Reference,freight,ht,g,0.118506878406347
2027,09_ROK,Reference,freight,ht,g,0.119102390358138
2028,09_ROK,Reference,freight,ht,g,0.1197008948323
2029,09_ROK,Reference,freight,ht,g,0.120302406866633
2030,09_ROK,Reference,freight,ht,g,0.120906941574505
2031,09_ROK,Reference,freight,ht,g,0.120906941574505
2032,09_ROK,Reference,freight,ht,g,0.120906941574505
2033,09_ROK,Reference,freight,ht,g,0.120906941574505
2034,09_ROK,Reference,freight,ht,g,0.120906941574505
2035,09_ROK,Reference,freight,ht,g,0.120906941574505
2036,09_ROK,Reference,freight,ht,g,0.120906941574505
2037,09_ROK,Reference,freight,ht,g,0.120906941574505
2038,09_ROK,Reference,freight,ht,g,0.120906941574505
2039,09_ROK,Reference,freight,ht,g,0.120906941574505
2040,09_ROK,Reference,freight,ht,g,0.120906941574505
2041,09_ROK,Reference,freight,ht,g,0.120906941574505
2042,09_ROK,Reference,freight,ht,g,0.120906941574505
2043,09_ROK,Reference,freight,ht,g,0.120906941574505
2044,09_ROK,Reference,freight,ht,g,0.120906941574505
2045,09_ROK,Reference,freight,ht,g,0.120906941574505
2046,09_ROK,Reference,freight,ht,g,0.120906941574505
2047,09_ROK,Reference,freight,ht,g,0.120906941574505
2048,09_ROK,Reference,freight,ht,g,0.120906941574505
2049,09_ROK,Reference,freight,ht,g,0.120906941574505
2050,09_ROK,Reference,freight,ht,g,0.120906941574505
2018,09_ROK,Reference,freight,ht,lpg,0.11270740021734
2019,09_ROK,Reference,freight,ht,lpg,0.113845858805394
2020,09_ROK,Reference,freight,ht,lpg,0.114995816975145
2021,09_ROK,Reference,freight,ht,lpg,0.115573685402156
2022,09_ROK,Reference,freight,ht,lpg,0.116154457690609
2023,09_ROK,Reference,freight,ht,lpg,0.116738148432773
2024,09_ROK,Reference,freight,ht,lpg,0.117324772294244
2025,09_ROK,Reference,freight,ht,lpg,0.117914344014316
2026,09_ROK,Reference,freight,ht,lpg,0.118506878406347
2027,09_ROK,Reference,freight,ht,lpg,0.119102390358138
2028,09_ROK,Reference,freight,ht,lpg,0.1197008948323
2029,09_ROK,Reference,freight,ht,lpg,0.120302406866633
2030,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2031,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2032,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2033,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2034,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2035,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2036,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2037,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2038,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2039,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2040,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2041,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2042,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2043,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2044,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2045,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2046,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2047,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2048,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2049,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2050,09_ROK,Reference,freight,ht,lpg,0.120906941574505
2018,09_ROK,Reference,freight,ht,phevd,0.128076591156068
2019,09_ROK,Reference,freight,ht,phevd,0.129370294097038
2020,09_ROK,Reference,freight,ht,phevd,0.130677064744483
2021,09_ROK,Reference,freight,ht,phevd,0.131333733411541
2022,09_ROK,Reference,freight,ht,phevd,0.131993701921147
2023,09_ROK,Reference,freight,ht,phevd,0.132656986855424
2024,09_ROK,Reference,freight,ht,phevd,0.133323604879823
2025,09_ROK,Reference,freight,ht,phevd,0.133993572743541
2026,09_ROK,Reference,freight,ht,phevd,0.13466690727994
2027,09_ROK,Reference,freight,ht,phevd,0.135343625406975
2028,09_ROK,Reference,freight,ht,phevd,0.136023744127613
2029,09_ROK,Reference,freight,ht,phevd,0.136707280530265
2030,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2031,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2032,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2033,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2034,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2035,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2036,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2037,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2038,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2039,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2040,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2041,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2042,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2043,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2044,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2045,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2046,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2047,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2048,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2049,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2050,09_ROK,Reference,freight,ht,phevd,0.137394251789211
2018,10_MAS,Carbon Neutral,freight,ht,bev,0.274052944025713
2019,10_MAS,Carbon Neutral,freight,ht,bev,0.275430094510721
2020,10_MAS,Carbon Neutral,freight,ht,bev,0.276814165292582
2021,10_MAS,Carbon Neutral,freight,ht,bev,0.277507935151394
2022,10_MAS,Carbon Neutral,freight,ht,bev,0.27820344380704
2023,10_MAS,Carbon Neutral,freight,ht,bev,0.278900695505262
2024,10_MAS,Carbon Neutral,freight,ht,bev,0.279599694746026
2025,10_MAS,Carbon Neutral,freight,ht,bev,0.280300445896819
2026,10_MAS,Carbon Neutral,freight,ht,bev,0.281002953267978
2027,10_MAS,Carbon Neutral,freight,ht,bev,0.281707221269698
2028,10_MAS,Carbon Neutral,freight,ht,bev,0.282413254414286
2029,10_MAS,Carbon Neutral,freight,ht,bev,0.283121057077969
2030,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2031,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2032,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2033,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2034,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2035,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2036,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2037,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2038,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2039,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2040,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2041,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2042,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2043,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2044,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2045,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2046,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2047,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
2048,10_MAS,Carbon Neutral,freight,ht,bev,0.283830633658298
